                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    319,                0.56804,                0.30036,                0.87589,                0.98131,                0.97202,                0.98785,                0.85818,                0.58456,                0.26962,                0.91743,              0.0021543,              0.0021543,              0.0021543
                    320,                0.56151,                0.29958,                0.87336,                0.98152,                0.97195,                0.98776,                0.85803,                0.58432,                0.26956,                0.91743,              0.0021295,              0.0021295,              0.0021295
                    321,                0.56329,                0.30012,                0.87443,                0.98176,                 0.9722,                0.98778,                0.85812,                0.58409,                0.26945,                0.91731,              0.0021048,              0.0021048,              0.0021048
                    322,                0.56278,                0.29896,                0.87482,                0.98181,                 0.9724,                0.98782,                0.85846,                0.58388,                0.26915,                0.91727,                0.00208,                0.00208,                0.00208
                    323,                0.55927,                0.29833,                0.87282,                0.98147,                0.97221,                0.98779,                0.85842,                0.58396,                0.26903,                0.91725,              0.0020553,              0.0020553,              0.0020553
                    324,                 0.5619,                0.29847,                 0.8739,                0.98157,                0.97224,                0.98781,                0.85845,                0.58413,                0.26883,                0.91728,              0.0020305,              0.0020305,              0.0020305
                    325,                0.56068,                 0.2978,                0.87513,                0.98156,                0.97232,                0.98781,                0.85855,                0.58415,                 0.2687,                0.91725,              0.0020058,              0.0020058,              0.0020058
                    326,                0.55652,                0.29555,                0.87421,                0.98193,                0.97285,                0.98781,                0.85861,                 0.5842,                0.26867,                0.91724,               0.001981,               0.001981,               0.001981
                    327,                0.55435,                0.29537,                0.87257,                0.98193,                0.97249,                 0.9878,                0.85882,                0.58398,                0.26859,                0.91713,              0.0019563,              0.0019563,              0.0019563
                    328,                0.55935,                0.29703,                0.87387,                0.98191,                 0.9726,                0.98785,                0.85879,                  0.584,                 0.2684,                0.91714,              0.0019315,              0.0019315,              0.0019315
                    329,                0.55515,                 0.2954,                0.87397,                0.98156,                0.97268,                0.98784,                0.85857,                0.58394,                0.26811,                0.91704,              0.0019068,              0.0019068,              0.0019068
                    330,                0.54956,                0.29419,                0.87185,                0.98219,                0.97302,                0.98782,                0.85891,                0.58366,                0.26788,                0.91698,               0.001882,               0.001882,               0.001882
                    331,                0.55482,                0.29623,                0.87255,                 0.9821,                0.97331,                0.98782,                0.85884,                0.58363,                0.26785,                 0.9169,              0.0018572,              0.0018572,              0.0018572
                    332,                0.55062,                0.29485,                0.87071,                0.98205,                0.97329,                 0.9878,                0.85872,                0.58351,                0.26785,                0.91684,              0.0018325,              0.0018325,              0.0018325
                    333,                0.54818,                0.29235,                0.86966,                0.98198,                0.97328,                0.98781,                0.85908,                0.58341,                 0.2678,                0.91682,              0.0018077,              0.0018077,              0.0018077
                    334,                0.55346,                0.29379,                 0.8704,                0.98181,                0.97344,                0.98781,                0.85909,                0.58324,                0.26771,                0.91685,               0.001783,               0.001783,               0.001783
                    335,                0.55097,                0.29183,                0.87076,                0.98151,                0.97346,                0.98779,                0.85911,                0.58308,                0.26779,                0.91682,              0.0017582,              0.0017582,              0.0017582
                    336,                0.54747,                0.29072,                0.86925,                0.98202,                0.97331,                0.98782,                0.85928,                 0.5828,                0.26771,                0.91673,              0.0017335,              0.0017335,              0.0017335
                    337,                 0.5455,                0.29042,                0.87038,                0.98155,                0.97324,                 0.9878,                0.85939,                0.58239,                0.26748,                0.91655,              0.0017087,              0.0017087,              0.0017087
                    338,                 0.5497,                0.29204,                0.87203,                0.98159,                0.97332,                0.98783,                0.85949,                0.58218,                 0.2675,                0.91643,               0.001684,               0.001684,               0.001684
                    339,                0.54351,                0.29034,                0.87122,                0.98157,                0.97334,                0.98782,                0.85931,                0.58218,                0.26752,                0.91648,              0.0016592,              0.0016592,              0.0016592
                    340,                0.54284,                 0.2886,                0.86818,                0.98138,                0.97379,                0.98782,                0.85966,                0.58208,                0.26745,                0.91648,              0.0016345,              0.0016345,              0.0016345
                    341,                0.54628,                 0.2889,                0.86881,                0.98157,                0.97372,                0.98784,                0.85964,                0.58195,                0.26724,                0.91667,              0.0016097,              0.0016097,              0.0016097
                    342,                0.54388,                0.28915,                0.86806,                 0.9818,                 0.9738,                0.98783,                 0.8597,                0.58183,                0.26722,                0.91668,               0.001585,               0.001585,               0.001585
                    343,                 0.5413,                0.28811,                0.86843,                0.98156,                0.97382,                0.98784,                 0.8597,                 0.5816,                0.26712,                 0.9166,              0.0015602,              0.0015602,              0.0015602
                    344,                0.54266,                0.28741,                0.86712,                0.98197,                0.97391,                0.98791,                0.86004,                0.58168,                 0.2669,                0.91667,              0.0015355,              0.0015355,              0.0015355
                    345,                0.54022,                0.28668,                0.86887,                0.98194,                0.97395,                0.98792,                0.86012,                0.58135,                0.26686,                0.91657,              0.0015107,              0.0015107,              0.0015107
                    346,                0.54227,                0.28709,                0.86897,                0.98213,                0.97405,                0.98793,                0.86009,                0.58132,                0.26665,                0.91662,               0.001486,               0.001486,               0.001486
                    347,                0.53618,                0.28475,                0.86615,                0.98234,                 0.9744,                0.98801,                0.86027,                0.58138,                0.26678,                0.91666,              0.0014612,              0.0014612,              0.0014612
                    348,                0.54011,                0.28563,                0.86897,                0.98235,                0.97466,                0.98798,                0.86039,                0.58107,                0.26671,                0.91663,              0.0014365,              0.0014365,              0.0014365
                    349,                0.53895,                0.28559,                0.86623,                0.98241,                0.97456,                0.98803,                0.86066,                0.58095,                0.26688,                0.91667,              0.0014117,              0.0014117,              0.0014117
                    350,                0.53879,                0.28443,                0.86817,                0.98221,                0.97452,                0.98794,                0.86057,                0.58117,                0.26684,                0.91672,               0.001387,               0.001387,               0.001387
                    351,                0.53484,                0.28462,                0.86535,                0.98201,                0.97487,                0.98816,                0.86051,                0.58147,                0.26669,                0.91676,              0.0013622,              0.0013622,              0.0013622
                    352,                0.53757,                0.28435,                0.86794,                0.98184,                0.97479,                0.98804,                0.86042,                0.58135,                0.26646,                0.91678,              0.0013375,              0.0013375,              0.0013375
                    353,                0.52876,                0.28094,                0.86487,                0.98178,                0.97483,                0.98798,                0.86058,                0.58112,                0.26619,                0.91668,              0.0013128,              0.0013128,              0.0013128
                    354,                0.53295,                0.28245,                0.86625,                0.98184,                0.97492,                0.98806,                0.86063,                0.58109,                0.26628,                 0.9167,               0.001288,               0.001288,               0.001288
                    355,                0.52368,                0.27775,                0.86309,                0.98184,                0.97483,                0.98801,                0.86066,                0.58106,                0.26607,                0.91669,              0.0012633,              0.0012633,              0.0012633
                    356,                0.53051,                0.27968,                0.86312,                0.98185,                0.97488,                0.98809,                0.86081,                0.58075,                0.26599,                0.91658,              0.0012385,              0.0012385,              0.0012385
                    357,                0.52821,                0.27992,                0.86461,                0.98176,                0.97501,                  0.988,                0.86081,                0.58081,                0.26589,                0.91663,              0.0012138,              0.0012138,              0.0012138
                    358,                0.53317,                0.28146,                0.86794,                0.98199,                0.97504,                0.98806,                0.86075,                0.58061,                0.26574,                0.91662,               0.001189,               0.001189,               0.001189
                    359,                0.52686,                 0.2798,                 0.8641,                0.98184,                0.97497,                0.98808,                0.86111,                0.58068,                0.26563,                 0.9167,              0.0011643,              0.0011643,              0.0011643
                    360,                0.52442,                0.27685,                0.86398,                 0.9818,                0.97509,                0.98802,                0.86125,                0.58043,                0.26561,                0.91668,              0.0011395,              0.0011395,              0.0011395
                    361,                 0.5286,                0.27938,                0.86506,                0.98182,                0.97528,                0.98811,                0.86136,                 0.5802,                0.26569,                0.91662,              0.0011148,              0.0011148,              0.0011148
                    362,                0.52594,                 0.2772,                0.86314,                0.98184,                0.97538,                0.98806,                0.86151,                0.58001,                0.26554,                0.91659,                0.00109,                0.00109,                0.00109
                    363,                0.52481,                0.27792,                0.86338,                  0.982,                0.97528,                0.98813,                0.86136,                0.58001,                0.26539,                0.91654,              0.0010653,              0.0010653,              0.0010653
                    364,                0.52421,                0.27629,                0.86315,                  0.982,                0.97536,                0.98816,                0.86121,                0.57997,                0.26532,                0.91651,              0.0010405,              0.0010405,              0.0010405
                    365,                0.52055,                0.27478,                0.86335,                0.98209,                0.97527,                0.98817,                0.86104,                0.57991,                 0.2653,                0.91637,              0.0010158,              0.0010158,              0.0010158
                    366,                0.52211,                0.27549,                0.86186,                0.98176,                0.97548,                0.98815,                0.86109,                0.57965,                0.26515,                0.91628,               0.000991,               0.000991,               0.000991
                    367,                0.52123,                0.27637,                0.86474,                0.98177,                0.97575,                0.98816,                0.86122,                0.57931,                0.26522,                0.91621,             0.00096625,             0.00096625,             0.00096625
                    368,                0.51953,                0.27378,                0.86381,                0.98159,                0.97583,                0.98815,                0.86156,                0.57924,                0.26518,                 0.9162,              0.0009415,              0.0009415,              0.0009415
                    369,                0.51721,                0.27326,                0.86416,                0.98183,                0.97574,                0.98816,                0.86164,                  0.579,                0.26529,                0.91616,             0.00091675,             0.00091675,             0.00091675
                    370,                0.51307,                0.27207,                0.86058,                0.98136,                0.97603,                0.98818,                0.86174,                0.57893,                0.26555,                0.91623,               0.000892,               0.000892,               0.000892
                    371,                0.51649,                0.27194,                0.86293,                0.98131,                0.97587,                0.98818,                  0.862,                0.57863,                0.26537,                0.91619,             0.00086725,             0.00086725,             0.00086725
                    372,                0.51509,                0.27088,                0.86057,                0.98085,                0.97616,                 0.9882,                0.86203,                0.57869,                0.26529,                0.91624,              0.0008425,              0.0008425,              0.0008425
                    373,                 0.5132,                0.27226,                0.86253,                0.98089,                0.97611,                0.98818,                0.86227,                0.57833,                0.26527,                0.91618,             0.00081775,             0.00081775,             0.00081775
                    374,                0.51643,                0.27244,                  0.861,                0.98074,                0.97622,                0.98821,                0.86198,                 0.5784,                0.26535,                0.91623,               0.000793,               0.000793,               0.000793
                    375,                0.51199,                0.27072,                0.86135,                0.98069,                0.97625,                0.98818,                0.86225,                0.57795,                0.26538,                 0.9162,             0.00076825,             0.00076825,             0.00076825
                    376,                0.51319,                0.27118,                0.86187,                 0.9808,                0.97628,                0.98823,                0.86237,                0.57767,                0.26524,                0.91616,              0.0007435,              0.0007435,              0.0007435
                    377,                0.50811,                0.26785,                0.85852,                0.98131,                0.97563,                0.98822,                0.86247,                0.57745,                0.26512,                0.91616,             0.00071875,             0.00071875,             0.00071875
                    378,                0.51242,                0.27077,                0.86007,                0.98139,                0.97566,                0.98823,                0.86274,                0.57715,                0.26516,                 0.9161,               0.000694,               0.000694,               0.000694
                    379,                0.50906,                0.26922,                0.85968,                0.98147,                0.97558,                0.98819,                0.86296,                0.57684,                0.26503,                0.91606,             0.00066925,             0.00066925,             0.00066925
                    380,                0.50652,                0.26756,                0.85905,                0.98095,                0.97592,                0.98821,                 0.8627,                0.57673,                0.26518,                0.91609,              0.0006445,              0.0006445,              0.0006445
                    381,                0.50634,                0.26781,                0.85951,                0.98123,                0.97479,                0.98816,                 0.8628,                0.57648,                0.26548,                0.91608,             0.00061975,             0.00061975,             0.00061975
                    382,                0.50617,                 0.2685,                0.85921,                0.98169,                0.97349,                0.98813,                0.86259,                0.57635,                0.26561,                0.91614,               0.000595,               0.000595,               0.000595
                    383,                0.50742,                0.26825,                 0.8594,                0.98155,                0.97344,                0.98812,                0.86274,                0.57615,                0.26554,                0.91617,             0.00057025,             0.00057025,             0.00057025
                    384,                 0.5039,                0.26623,                0.85997,                0.98182,                0.97345,                0.98832,                0.86293,                0.57593,                0.26562,                0.91621,              0.0005455,              0.0005455,              0.0005455
                    385,                 0.5059,                0.26718,                0.85878,                0.98191,                0.97354,                0.98833,                  0.863,                0.57599,                0.26583,                0.91628,             0.00052075,             0.00052075,             0.00052075
                    386,                0.50503,                0.26681,                 0.8593,                0.98195,                 0.9733,                0.98836,                0.86294,                0.57603,                0.26567,                0.91636,               0.000496,               0.000496,               0.000496
                    387,                0.50133,                0.26555,                0.85842,                0.98214,                0.97249,                0.98837,                0.86318,                0.57606,                0.26579,                0.91646,             0.00047125,             0.00047125,             0.00047125
                    388,                0.50285,                 0.2659,                0.85828,                 0.9819,                0.97205,                0.98836,                0.86329,                0.57603,                0.26573,                0.91649,              0.0004465,              0.0004465,              0.0004465
                    389,                0.50042,                0.26348,                0.85725,                0.98187,                0.97205,                0.98837,                0.86329,                0.57604,                0.26563,                0.91657,             0.00042175,             0.00042175,             0.00042175
                    390,                0.49694,                0.26174,                  0.857,                0.98204,                 0.9718,                0.98835,                0.86351,                0.57599,                0.26567,                0.91666,               0.000397,               0.000397,               0.000397
                    391,                0.50902,                 0.2556,                0.84728,                0.98206,                0.97174,                0.98835,                0.86367,                0.57596,                0.26563,                0.91674,             0.00037225,             0.00037225,             0.00037225
                    392,                0.47977,                0.24251,                0.84014,                0.98195,                0.97145,                0.98836,                0.86346,                0.57598,                0.26565,                0.91677,              0.0003475,              0.0003475,              0.0003475
                    393,                0.47296,                0.24071,                0.83793,                0.98139,                0.97162,                0.98836,                0.86359,                0.57584,                0.26574,                0.91686,             0.00032275,             0.00032275,             0.00032275
                    394,                0.47032,                0.23824,                0.83672,                0.97779,                0.97443,                0.98838,                0.86367,                0.57526,                0.26548,                0.91674,               0.000298,               0.000298,               0.000298
                    395,                 0.4656,                0.23592,                 0.8357,                0.97763,                0.97509,                 0.9884,                0.86389,                0.57505,                0.26559,                0.91677,             0.00027325,             0.00027325,             0.00027325
                    396,                0.46193,                0.23481,                0.83282,                 0.9779,                 0.9748,                0.98841,                0.86414,                0.57467,                0.26532,                 0.9168,              0.0002485,              0.0002485,              0.0002485
                    397,                0.46047,                0.23393,                0.83413,                0.97771,                0.97653,                0.98866,                0.86417,                0.57411,                 0.2651,                0.91676,             0.00022375,             0.00022375,             0.00022375
                    398,                0.45867,                0.23411,                0.83466,                0.97828,                0.97686,                0.98866,                0.86415,                0.57363,                 0.2648,                0.91671,               0.000199,               0.000199,               0.000199
                    399,                 0.4581,                0.23273,                 0.8367,                0.97809,                 0.9778,                 0.9887,                0.86432,                0.57322,                0.26461,                0.91667,             0.00017425,             0.00017425,             0.00017425
                    400,                0.45485,                0.23117,                0.83294,                0.97864,                0.97806,                0.98868,                0.86458,                0.57275,                0.26456,                0.91664,              0.0001495,              0.0001495,              0.0001495
